"ID","Date","Site .","Elevation","Transect","Species","Trap No","Tag/ Clip","Fate","Sex","Reprod","Mass","Bait","Notes","tail","hindfoot","ear"
396,"7/15/2010 am","Cedar Park","~2100m","Rocky","Peromyscus maniculatus","R25","100","recap","Male","Non-scrotal",13.00,"seed",,,,
397,"7/16/2010 am","Cedar Park","~2100m","Rocky","Peromyscus maniculatus","R25","100","recap","Male","Non-scrotal",13.00,"seed",,,,
398,"7/17/2010 am","Cedar Park","~2100m","Rocky","Peromyscus maniculatus","R25","100","recap","Male","Non-scrotal",11.00,"seed",,,,
399,"7/14/2010 am","Cedar Park","~2100m","Riparian","Peromyscus maniculatus","W6","195","recap","Female","Reproductive",16.00,"seed","Joe Merritt's tag",,,
400,"7/17/2010 am","Cedar Park","~2100m","Riparian","Peromyscus maniculatus","W6","195","recap","Female","Reproductive",16.00,"pb","Joe's tag",,,
401,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M4","202","ear tag","Male","Scrotal",16.00,"seed",,,,
402,"7/16/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M3","202","recap","Male","Scrotal",16.00,"pb",,,,
403,"7/17/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M3","202","recap","Male","Scrotal",15.00,"seed",,,,
404,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M7","203","ear tag","Female","Reproductive",14.50,"seed",,,,
405,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M14","204","ear tag","Male","Scrotal",17.00,"seed",,,,
406,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M14","205","ear tag","Female","Reproductive",17.00,"pb",,,,
407,"7/16/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M16","205","recap","Female","Reproductive",17.00,"seed",,,,
408,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M15","206","ear tag","Female","Non-reprod.",12.00,"pb",,,,
409,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M15","207","ear tag","Male","Scrotal",18.00,"seed",,,,
410,"7/16/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M19","207","recap","Male","Scrotal",17.00,"pb",,,,
411,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M18","208","ear tag","Male","Non-scrotal",13.00,"pb",,,,
412,"7/15/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M18","208","recap","Male","Non-scrotal",12.50,"seed",,,,
413,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M25","209","ear tag","Male","Non-reprod.",13.00,"seed",,,,
414,"7/15/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M27","209","recap","Male","Non-reprod.",13.00,"pb",,,,
415,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M30","210","ear tag","Male","Scrotal",15.00,"seed",,,,
416,"7/16/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M29","210","recap","Male","Scrotal",14.00,"seed",,,,
417,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M31","211","ear tag","Female","X",15.00,"pb",,,,
418,"7/17/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M36","211","recap","Female","X",16.00,"seed",,,,
419,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M46","213","ear tag","Male","Scrotal",18.00,"pb",,,,
420,"7/15/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M47","213","recap","Male","Scrotal",18.00,"pb",,,,
421,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M48","214","ear tag","Male","Non-scrotal",12.00,"seed",,,,
422,"7/15/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M47","214","recap","Male","Non-scrotal",11.00,"seed",,,,
423,"7/14/2010 am","Cedar Park","~2100m","Meadow","Peromyscus maniculatus","M48","215","ear tag","Male","Non-scrotal",12.00,"pb",,,,
424,"7/14/2010 am","Cedar Park","~2100m","Riparian","Peromyscus maniculatus","W25","216","ear tag","Male","Scrotal",13.00,"pb",,,,
425,"7/14/2010 am","Cedar Park","~2100m","Riparian","Peromyscus maniculatus","W25","217","ear tag","Female","Non-reprod.",10.00,"seed",,,,
426,"7/14/2010 am","Cedar Park","~2100m","Riparian","Peromyscus maniculatus","W20","218","ear tag","Female","Non-reprod.",11.00,"seed",,,,
