"ID","Site .","Team","Elevation","Date","Transect","Species","Trap No","Tag/ Clip","Fate","Sex","Reprod","Mass","Bait","Notes","tail","hindfoot","ear"
340,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W1","2026","ear tag","Female","Reprod.",16,"pb",,71.00,"16","14"
341,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W17","2072","ear tag","Male","Scrotal",12,"seed",,69.00,"16","13"
342,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W16","2072","recap","Male","Scrotal",12,"seed",,,,
343,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W16","2072","recap","Male","Scrotal",12,"seed",,,,
344,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W19","2073","ear tag","Female","Reprod.",14,"seed",,70.00,"17","12"
345,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W14","2084","ear tag","Male","Scrotal",12,"seed",,81.00,"17.5","13"
346,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W12","2087","ear tag","Male","Scrotal",13,"pb",,68.00,"15","12"
347,"Yellowjacket","SK, AW, WW, KK","1400-1500",5/22/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W23","2093","ear tag","Male","Scrotal",11,"pb",,69.00,"15","12"
348,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W10","2126","ear tag","Female","Reprod.",14,"seed",,69.00,"17","14"
349,"Yellowjacket","KK, WW","1400-1500",5/24/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W11","2126","recap","Female","Reprod.",12,"seed","Looked like it was dying",,,
350,"Yellowjacket","KK, WW","1400-1500",5/25/2011 0:00:00,"Riparian","Reithrodontomys megalotis","W11","2126","recap","Female","Reprod.",14,"pb",,,,
351,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M45","2161","ear tag","Female","Non-reprod.",6,"seed",,58.50,"15","9"
352,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M33","2176","ear tag","Male","Scrotal",11,"pb",,75.00,"17","13"
353,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Meadow","Reithrodontomys megalotis","M30","2176","recap","Male","Scrotal",12,"seed",,,,
354,"Yellowjacket","SK, AW","1400-1500",5/23/2011 0:00:00,"Rocky","Ammospermophilus leucurus","R16","2097","ear tag","Male","Non-scrotal",,"seed","Escaped from scale",73.00,"41","9"
355,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Tamias minimus","R10","2139","ear tag","Female","Reprod.",71,"pb",,105.00,"29","18"
356,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Tamias minimus","R16","2139","recap","Female","Reprod.",70,"pb",,,,
357,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Tamias minimus","R8","2140","ear tag","Female","Reprod.",65,"pb","ear too small for T. quad. Pale chestnut, grey haunches",101.00,"28","14"
358,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Tamias minimus","R23","2140","recap","Female","Reprod.",55,"pb",,,,
359,"Yellowjacket","SK, AW","1400-1500",5/25/2011 0:00:00,"Rocky","Tamias minimus","R48","2164","ear tag","Female","Non-reprod.",48,"seed","Ran with tail up",94.00,"30","16"
360,"Yellowjacket","SK, AW","1400-1500",5/26/2011 0:00:00,"Rocky","Tamias minimus","R48","qq","released","Female","Reprod.",57,"seed",,107.00,"29","15"
361,"Yellowjacket","SK, AW","1400-1500",5/24/2011 0:00:00,"Rocky","Tamias rufus","R12","rr","collected","Male","Non-scrotal",48,"pb",,82.00,"29","14"
