"ID","Date","Site","Observer","Trap No","Bait","Species","Tag/ Clip","Indiv","Fate","Sex","Reprod","tail","hindfoot","ear","Mass","Notes","ID notes"
1,7/10/2012 0:00:00,"Grouse Point","SY","F2","PB","Callospermophilus lateralis",15.00,"15","Ear tag","Female","Non-reprod.",90.00,37.00,14.00,140.00,,
2,7/8/2012 0:00:00,"Grouse Point","JB","M10","PB","Callospermophilus lateralis",3759.00,"3759","Ear tag","Female","Non-reprod.",93.00,38.00,18.00,135.00,,
3,7/9/2012 0:00:00,"Grouse Point","SK","F42","PB","Callospermophilus lateralis",3792.00,"3792","Ear tag","Female","Non-reprod.",99.00,40.00,14.00,124.00,,
4,7/11/2012 0:00:00,"Grouse Point","SK","F40","PB","Callospermophilus lateralis",3792.00,"3792","Recap","Female","Non-reprod.",,,,132.00,,
5,7/8/2012 0:00:00,"Grouse Point","SK","R3","PB","Callospermophilus lateralis",3928.00,"3928","Ear tag","Male","Non-scrotal",106.00,38.00,16.00,172.00,,
6,7/8/2012 0:00:00,"Grouse Point","SY","M43","Seed","Callospermophilus lateralis",3931.00,"3931","Ear tag","Female","Reprod.",99.00,41.00,18.00,212.00,,
7,7/9/2012 0:00:00,"Grouse Point","JB","M44","PB","Callospermophilus lateralis",3931.00,"3931","Recap","Female","Reprod.",,,,235.00,,
8,7/11/2012 0:00:00,"Grouse Point","JH","M44","PB","Callospermophilus lateralis",3931.00,"3931","Recap","Female","Reprod.",,,,230.00,"Black nipples",
9,7/8/2012 0:00:00,"Grouse Point","SK","M47","PB","Callospermophilus lateralis",3938.00,"3938","Ear tag","Male","Non-scrotal",101.00,41.00,19.00,195.00,,
11,7/8/2012 0:00:00,"Grouse Point","JB","W6","Seed","Microtus montanus",,"a","Collected","Female","Non-reprod.",32.00,18.00,11.00,18.00,,
12,7/8/2012 0:00:00,"Grouse Point","SK","W7","Seed","Microtus montanus",,"b","Collected","Male","Scrotal",51.00,20.00,13.00,38.00,,
13,7/9/2012 0:00:00,"Grouse Point","SY","M49","PB","Peromyscus maniculatus",17.00,"17","Ear tag","Male","Scrotal",65.00,19.00,16.00,19.00,,
14,7/10/2012 0:00:00,"Grouse Point","SK","M45","PB","Peromyscus maniculatus",17.00,"17","Recap","Male","Scrotal",,,,16.50,,
15,7/9/2012 0:00:00,"Grouse Point","SY","W15","PB","Peromyscus maniculatus",34.00,"34","Ear tag","Male","Scrotal",69.00,20.00,18.00,21.50,,
16,7/11/2012 0:00:00,"Grouse Point","SY","W11","PB","Peromyscus maniculatus",34.00,"34","Recap","Male","Scrotal",,,,20.00,,
17,7/9/2012 0:00:00,"Grouse Point","SY","W12","PB","Peromyscus maniculatus",36.00,"36","Ear tag","Female","Non-reprod.",54.00,19.00,16.00,12.50,,
18,7/10/2012 0:00:00,"Grouse Point","SY","F46","Seed","Peromyscus maniculatus",77.00,"77","Ear tag","Male","Scrotal",67.00,18.00,16.00,17.00,,
19,7/11/2012 0:00:00,"Grouse Point","SK","F47",,"Peromyscus maniculatus",77.00,"77","Recap","Male","Scrotal",,,,16.00,"No bait written down",
20,7/10/2012 0:00:00,"Grouse Point","JB","F47","PB","Peromyscus maniculatus",78.00,"78","Ear tag","Female","Non-reprod.",56.00,18.00,15.00,12.50,,
21,7/10/2012 0:00:00,"Grouse Point","JB","F22","PB","Peromyscus maniculatus",92.00,"92","Ear tag","Male","Scrotal",70.00,20.00,18.00,19.50,,
22,7/11/2012 0:00:00,"Grouse Point","SK","F22","PB","Peromyscus maniculatus",92.00,"92","Recap","Male","Scrotal",,,,18.00,,
23,7/10/2012 0:00:00,"Grouse Point","JB","F40","PB","Peromyscus maniculatus",94.00,"94","Ear tag","Male","Scrotal",58.00,19.00,14.50,14.00,,
24,7/11/2012 0:00:00,"Grouse Point","SK","F39","Seed","Peromyscus maniculatus",94.00,"94","Recap","Male","Scrotal",,,,14.00,"Entered as 96, but must be 94. Tag placed on top of ear.",
25,7/10/2012 0:00:00,"Grouse Point","JB","F1","PB","Peromyscus maniculatus",96.00,"96","Ear tag","Female","Reprod.",79.00,19.00,16.00,22.00,,
26,7/11/2012 0:00:00,"Grouse Point","JB","F1","Seed","Peromyscus maniculatus",96.00,"96","Recap","Female","Reprod.",,,,18.50,,
27,7/9/2012 0:00:00,"Grouse Point","SY","M39","PB","Peromyscus maniculatus",258.00,"258","Ear tag","Male","Scrotal",76.00,18.00,17.00,21.50,,
28,7/10/2012 0:00:00,"Grouse Point","JH","M36","PB","Peromyscus maniculatus",258.00,"258","Recap","Male","Scrotal",,,,20.50,,
29,7/11/2012 0:00:00,"Grouse Point","JB","F17","PB","Peromyscus maniculatus",258.00,"258","Recap","Male","Scrotal",,,,18.50,"Movement from M36 to F17 is possible as these lines were parallel",
30,7/10/2012 0:00:00,"Grouse Point","JH","M48","PB","Peromyscus maniculatus",3721.00,"3721","Ear tag","Male","Non-scrotal",53.00,19.00,14.00,11.50,,
31,7/10/2012 0:00:00,"Grouse Point","JH","M24","PB","Peromyscus maniculatus",3723.00,"3723","Ear tag","Female","Non-reprod.",52.00,19.00,13.00,9.50,,
32,7/10/2012 0:00:00,"Grouse Point","SK","M15","PB","Peromyscus maniculatus",3724.00,"3724","Ear tag","Male","Scrotal",76.00,19.00,14.00,15.50,,
33,7/11/2012 0:00:00,"Grouse Point","JH","M10","PB","Peromyscus maniculatus",3724.00,"3724","Recap","Male","Scrotal",,,,16.00,,
34,7/9/2012 0:00:00,"Grouse Point","JH","F59","PB","Peromyscus maniculatus",3727.00,"3727","Ear tag","Male","Scrotal",57.00,19.00,14.00,20.50,,
35,7/11/2012 0:00:00,"Grouse Point","JB","F59","PB","Peromyscus maniculatus",3727.00,"3727","Recap","Male","Scrotal",,,,17.00,,
36,7/9/2012 0:00:00,"Grouse Point","JH","R1","PB","Peromyscus maniculatus",3730.00,"3730","Ear tag","Male","Scrotal",65.00,21.00,,,"Escaped during measurements",
37,7/10/2012 0:00:00,"Grouse Point","JH","R2","Seed","Peromyscus maniculatus",3730.00,"3730","Recap","Male","Scrotal",,,,23.00,,
38,7/11/2012 0:00:00,"Grouse Point","JH","R3","PB","Peromyscus maniculatus",3730.00,"3730","Recap","Male","Scrotal",,,,21.50,,
39,7/9/2012 0:00:00,"Grouse Point","SK","F62","PB","Peromyscus maniculatus",3737.00,"3737","Ear tag","Male","Non-scrotal",73.00,19.00,16.00,19.00,,
40,7/10/2012 0:00:00,"Grouse Point","SY","F63","Seed","Peromyscus maniculatus",3737.00,"3737","Recap","Male","Non-scrotal",,,,16.50,,
41,7/10/2012 0:00:00,"Grouse Point","SK","M5","Seed","Peromyscus maniculatus",3738.00,"3738","Ear tag","Male","Non-scrotal",62.00,15.00,15.00,11.00,,
42,7/9/2012 0:00:00,"Grouse Point","SK","R8","PB","Peromyscus maniculatus",3741.00,"3741","Ear tag","Female","Reprod.",84.00,19.00,14.00,22.50,,
43,7/11/2012 0:00:00,"Grouse Point","JH","R9","PB","Peromyscus maniculatus",3741.00,"3741","Recap","Female","Reprod.",,,,20.50,,
44,7/10/2012 0:00:00,"Grouse Point","SK","M1","PB","Peromyscus maniculatus",3744.00,"3744","Ear tag","Male","Scrotal",71.00,18.00,17.00,17.50,,
45,7/11/2012 0:00:00,"Grouse Point","SY","M10","Seed","Peromyscus maniculatus",3744.00,"3744","Recap","Male","Scrotal",,,,17.50,,
46,7/9/2012 0:00:00,"Grouse Point","SK","F57","PB","Peromyscus maniculatus",3746.00,"3746","Ear tag","Male","Non-scrotal",58.00,18.00,16.00,11.00,,
47,7/10/2012 0:00:00,"Grouse Point","SY","F57","Seed","Peromyscus maniculatus",3746.00,"3746","Recap","Male","Non-scrotal",,,,10.00,,
48,7/8/2012 0:00:00,"Grouse Point","JB","M32","Seed","Peromyscus maniculatus",3750.00,"3750","Ear tag","Female","Reprod.",75.00,18.00,17.00,27.00,,
49,7/9/2012 0:00:00,"Grouse Point","JB","M41","Seed","Peromyscus maniculatus",3750.00,"3750","Recap","Female","Reprod.",,,,28.50,,
50,7/10/2012 0:00:00,"Grouse Point","JH","M40","Seed","Peromyscus maniculatus",3750.00,"3750","Recap","Female","Reprod.",,,,28.50,,
51,7/11/2012 0:00:00,"Grouse Point","SY","M35","Seed","Peromyscus maniculatus",3750.00,"3750","Recap","Female","Reprod.",,,,24.00,"Pregnant",
52,7/8/2012 0:00:00,"Grouse Point","SY","M20","PB","Peromyscus maniculatus",3752.00,"3752","Ear tag","Female","Reprod.",67.00,20.00,17.00,23.00,,
53,7/9/2012 0:00:00,"Grouse Point","SK","F8","Seed","Peromyscus maniculatus",3752.00,"3752","Recap","Female","Reprod.",,,,23.50,"Movement from M20 to F8 is possible",
54,7/10/2012 0:00:00,"Grouse Point","JB","F8","PB","Peromyscus maniculatus",3752.00,"3752","Recap","Female","Reprod.",,,,20.00,,
55,7/11/2012 0:00:00,"Grouse Point","JB","F8","PB","Peromyscus maniculatus",3752.00,"3752","Recap","Female","Reprod.",,,,18.00,,
56,7/8/2012 0:00:00,"Grouse Point","SY","M32","PB","Peromyscus maniculatus",3771.00,"3771","Ear tag","Male","Scrotal",71.00,20.00,16.00,24.00,,
57,7/9/2012 0:00:00,"Grouse Point","SY","M27","PB","Peromyscus maniculatus",3771.00,"3771","Recap","Male","Scrotal",,,,24.50,,
58,7/10/2012 0:00:00,"Grouse Point","SK","M23","PB","Peromyscus maniculatus",3771.00,"3771","Recap","Male","Scrotal",,,,23.50,"Called NS in hand, but S in other captures",
59,7/11/2012 0:00:00,"Grouse Point","JH","M31","PB","Peromyscus maniculatus",3771.00,"3771","Recap","Male","Scrotal",,,,23.50,,
60,7/9/2012 0:00:00,"Grouse Point","JH","F42","Seed","Peromyscus maniculatus",3787.00,"3787","Ear tag","Male","Non-scrotal",59.00,18.00,13.00,12.00,,
61,7/9/2012 0:00:00,"Grouse Point","JH","F33","PB","Peromyscus maniculatus",3789.00,"3789","Ear tag","Male","Non-scrotal",58.00,20.00,16.00,18.00,,
62,7/10/2012 0:00:00,"Grouse Point","JB","F36","PB","Peromyscus maniculatus",3789.00,"3789","Recap","Male","Non-scrotal",,,,14.50,,
63,7/11/2012 0:00:00,"Grouse Point","JB","F37","Seed","Peromyscus maniculatus",3789.00,"3789","Recap","Male","Non-scrotal",,,,14.50,,
64,7/9/2012 0:00:00,"Grouse Point","JH","F19","PB","Peromyscus maniculatus",3798.00,"3798","Ear tag","Female","Non-reprod.",55.00,19.00,16.00,13.50,,
65,7/11/2012 0:00:00,"Grouse Point","JH","M45","Seed","Peromyscus maniculatus",3798.00,"3798","Recap","Female","Non-reprod.",,,,12.00,"Movement from F19 to M45 is possible",
66,7/7/2012 0:00:00,"Grouse Point","SY","M18","PB","Peromyscus maniculatus",3900.00,"3900","Ear tag","Female","Reprod.",66.00,18.00,16.00,22.00,,
67,7/9/2012 0:00:00,"Grouse Point","JB","M17","PB","Peromyscus maniculatus",3900.00,"3900","Recap","Female","Reprod.",,,,23.00,,
68,7/10/2012 0:00:00,"Grouse Point","JH","M17","PB","Peromyscus maniculatus",3900.00,"3900","Recap","Female","Reprod.",,,,19.50,,
69,7/7/2012 0:00:00,"Grouse Point","SK","M10","Seed","Peromyscus maniculatus",3902.00,"3902","Ear tag","Female","Reprod.",72.00,19.00,17.00,19.50,,
70,7/8/2012 0:00:00,"Grouse Point","SY","M7","Seed","Peromyscus maniculatus",3902.00,"3902","Recap","Female","Reprod.",,,,20.00,,
71,7/10/2012 0:00:00,"Grouse Point","SK","M12","PB","Peromyscus maniculatus",3902.00,"3902","Recap","Female","Reprod.",,,,17.50,,
72,7/11/2012 0:00:00,"Grouse Point","JH","M8","PB","Peromyscus maniculatus",3902.00,"3902","Recap","Female","Reprod.",,,,14.00,,
73,7/8/2012 0:00:00,"Grouse Point","SY","F22","Seed","Peromyscus maniculatus",3905.00,"3905","Ear tag","Male","Non-scrotal",57.00,20.00,15.00,14.50,,
74,7/10/2012 0:00:00,"Grouse Point","SY","F19","PB","Peromyscus maniculatus",3905.00,"3905","Recap","Male","Non-scrotal",,,,14.00,,
75,7/11/2012 0:00:00,"Grouse Point","JB","F24","PB","Peromyscus maniculatus",3905.00,"3905","Recap","Male","Non-scrotal",,,,14.00,,
76,7/8/2012 0:00:00,"Grouse Point","SY","F29","PB","Peromyscus maniculatus",3908.00,"3908","Ear tag","Female","Reprod.",65.00,19.00,16.00,24.50,,
77,7/9/2012 0:00:00,"Grouse Point","JH","F22","PB","Peromyscus maniculatus",3908.00,"3908","Recap","Female","Reprod.",,,,25.50,,
78,7/10/2012 0:00:00,"Grouse Point","JB","F25","PB","Peromyscus maniculatus",3908.00,"3908","Recap","Female","Reprod.",,,,26.50,,
79,7/11/2012 0:00:00,"Grouse Point","JB","F28","PB","Peromyscus maniculatus",3908.00,"3908","Recap","Female","Reprod.",,,,18.50,"Bleeding from vagina",
80,7/8/2012 0:00:00,"Grouse Point","SY","F31","Seed","Peromyscus maniculatus",3909.00,"3909","Ear tag","Male","Non-scrotal",53.00,19.00,17.00,10.00,,
81,7/8/2012 0:00:00,"Grouse Point","SK","F37","Seed","Peromyscus maniculatus",3911.00,"3911","Ear tag","Male","Scrotal",71.00,20.00,16.00,14.00,,
82,7/9/2012 0:00:00,"Grouse Point","SK","F37","Seed","Peromyscus maniculatus",3911.00,"3911","Recap","Male","Scrotal",,,,13.00,,
83,7/10/2012 0:00:00,"Grouse Point","SY","F39","Seed","Peromyscus maniculatus",3911.00,"3911","Recap","Male","Scrotal",,,,12.50,"Called NS in hand, but S in previous captures",
84,7/11/2012 0:00:00,"Grouse Point","SK","F41","Seed","Peromyscus maniculatus",3911.00,"3911","Recap","Male","Scrotal",,,,13.00,"Called NS in hand, but S in previous captures",
85,7/8/2012 0:00:00,"Grouse Point","SY","F41","Seed","Peromyscus maniculatus",3912.00,"3912","Ear tag","Male","Scrotal",74.00,19.00,18.00,22.50,,
86,7/9/2012 0:00:00,"Grouse Point","SK","F38","PB","Peromyscus maniculatus",3912.00,"3912","Recap","Male","Scrotal",,,,22.00,,
87,7/10/2012 0:00:00,"Grouse Point","SY","F24","PB","Peromyscus maniculatus",3912.00,"3912","Recap","Male","Scrotal",,,,21.00,,
88,7/11/2012 0:00:00,"Grouse Point","SK","F23","PB","Peromyscus maniculatus",3912.00,"3912","Recap","Male","Scrotal",,,,22.00,,
89,7/8/2012 0:00:00,"Grouse Point","JB","F41","PB","Peromyscus maniculatus",3913.00,"3913","Ear tag","Female","Non-reprod.",55.00,18.00,14.00,11.00,,
90,7/9/2012 0:00:00,"Grouse Point","JH","F47","PB","Peromyscus maniculatus",3913.00,"3913","Recap","Female","Non-reprod.",,,,12.00,,
91,7/8/2012 0:00:00,"Grouse Point","SY","F44","Seed","Peromyscus maniculatus",3915.00,"3915","Ear tag","Male","Scrotal",67.00,19.00,14.00,16.50,,
92,7/9/2012 0:00:00,"Grouse Point","JH","F36","PB","Peromyscus maniculatus",3915.00,"3915","Recap","Male","Scrotal",,,,16.50,,
93,7/10/2012 0:00:00,"Grouse Point","SY","F36","Seed","Peromyscus maniculatus",3915.00,"3915","Recap","Male","Scrotal",,,,15.00,,
94,7/11/2012 0:00:00,"Grouse Point","SK","F36","PB","Peromyscus maniculatus",3915.00,"3915","Recap","Male","Scrotal",,,,15.00,,
95,7/8/2012 0:00:00,"Grouse Point","JB","F4","PB","Peromyscus maniculatus",3917.00,"3917","Ear tag","Male","Scrotal",70.00,19.00,18.00,21.00,,
96,7/9/2012 0:00:00,"Grouse Point","SK","F5","Seed","Peromyscus maniculatus",3917.00,"3917","Recap","Male","Scrotal",,,,19.00,,
97,7/10/2012 0:00:00,"Grouse Point","JH","M10","PB","Peromyscus maniculatus",3917.00,"3917","Recap","Male","Scrotal",,,,18.50,"Movement from F5 to M10 is possible",
98,7/11/2012 0:00:00,"Grouse Point","SY","M12","Seed","Peromyscus maniculatus",3917.00,"3917","Recap","Male","Scrotal",,,,18.50,,
99,7/8/2012 0:00:00,"Grouse Point","SK","F1","Seed","Peromyscus maniculatus",3919.00,"3919","Ear tag","Female","Reprod.",71.00,19.00,16.00,22.00,,
100,7/9/2012 0:00:00,"Grouse Point","JH","F4","PB","Peromyscus maniculatus",3919.00,"3919","Recap","Female","Reprod.",,,,21.00,,
101,7/11/2012 0:00:00,"Grouse Point","SK","F7","PB","Peromyscus maniculatus",3919.00,"3919","Recap","Female","Reprod.",,,,20.00,,
102,7/8/2012 0:00:00,"Grouse Point","SY","F11","Seed","Peromyscus maniculatus",3920.00,"3920","Ear tag","Male","Non-scrotal",67.00,19.00,17.00,16.00,"Called S in hand, but NS in other captures",
103,7/9/2012 0:00:00,"Grouse Point","SK","F8","PB","Peromyscus maniculatus",3920.00,"3920","Recap","Male","Non-scrotal",,,,17.00,,
104,7/10/2012 0:00:00,"Grouse Point","SY","F8","Seed","Peromyscus maniculatus",3920.00,"3920","Recap","Male","Non-scrotal",,,,14.00,,
105,7/11/2012 0:00:00,"Grouse Point","JB","F11","Seed","Peromyscus maniculatus",3920.00,"3920","Recap","Male","Non-scrotal",,,,15.00,"Called S in hand, but NS in other captures",
106,7/8/2012 0:00:00,"Grouse Point","SY","W7","PB","Peromyscus maniculatus",3921.00,"3921","Ear tag","Male","Scrotal",65.00,19.00,19.00,19.00,,
107,7/10/2012 0:00:00,"Grouse Point","SK","W5","PB","Peromyscus maniculatus",3921.00,"3921","Recap","Male","Scrotal",,,,20.00,,
108,7/11/2012 0:00:00,"Grouse Point","SY","W12","PB","Peromyscus maniculatus",3921.00,"3921","Recap","Male","Scrotal",,,,18.00,,
109,7/8/2012 0:00:00,"Grouse Point","JB","W10","PB","Peromyscus maniculatus",3922.00,"3922","Ear tag","Male","Scrotal",70.00,19.00,18.00,17.00,,
110,7/7/2012 0:00:00,"Grouse Point","JH","M28","PB","Peromyscus maniculatus",3923.00,"3923","Ear tag","Female","Reprod.",61.00,19.00,15.00,18.50,,
111,7/8/2012 0:00:00,"Grouse Point","JB","M23","Seed","Peromyscus maniculatus",3923.00,"3923","Recap","Female","Reprod.",,,,19.50,,
112,7/9/2012 0:00:00,"Grouse Point","JB","M23","PB","Peromyscus maniculatus",3923.00,"3923","Recap","Female","Reprod.",,,,20.50,,
113,7/10/2012 0:00:00,"Grouse Point","SK","M24","Seed","Peromyscus maniculatus",3923.00,"3923","Recap","Female","Reprod.",,,,19.00,,
114,7/11/2012 0:00:00,"Grouse Point","SY","M24","PB","Peromyscus maniculatus",3923.00,"3923","Recap","Female","Reprod.",,,,18.50,,
115,7/8/2012 0:00:00,"Grouse Point","JB","F66","PB","Peromyscus maniculatus",3929.00,"3929","Ear tag","Male","Scrotal",69.00,18.00,16.00,15.00,,
116,7/9/2012 0:00:00,"Grouse Point","JH","F66","PB","Peromyscus maniculatus",3929.00,"3929","Recap","Male","Scrotal",,,,17.00,,
117,7/11/2012 0:00:00,"Grouse Point","JB","F70","PB","Peromyscus maniculatus",3929.00,"3929","Recap","Male","Scrotal",,,,15.00,"Called NS in hand, but S in previous captures",
118,7/7/2012 0:00:00,"Grouse Point","SK","F11","Seed","Peromyscus maniculatus",3954.00,"3954","Ear tag","Male","Scrotal",64.00,18.00,16.00,17.00,,
119,7/8/2012 0:00:00,"Grouse Point","SK","F14","Seed","Peromyscus maniculatus",3954.00,"3954","Recap","Male","Scrotal",,,,15.50,,
120,7/9/2012 0:00:00,"Grouse Point","JH","F14","PB","Peromyscus maniculatus",3954.00,"3954","Recap","Male","Scrotal",,,,16.50,,
121,7/10/2012 0:00:00,"Grouse Point","SY","F20","Seed","Peromyscus maniculatus",3954.00,"3954","Recap","Male","Scrotal",,,,14.00,,
122,7/11/2012 0:00:00,"Grouse Point","SK","F20","Seed","Peromyscus maniculatus",3954.00,"3954","Recap","Male","Scrotal",,,,14.00,,
123,7/7/2012 0:00:00,"Grouse Point","SK","F51","Seed","Peromyscus maniculatus",3957.00,"3957","Ear tag","Male","Scrotal",71.00,19.00,15.00,15.00,,
124,7/8/2012 0:00:00,"Grouse Point","SK","F51","Seed","Peromyscus maniculatus",3957.00,"3957","Recap","Male","Scrotal",,,,15.00,,
125,7/9/2012 0:00:00,"Grouse Point","JH","F45","PB","Peromyscus maniculatus",3957.00,"3957","Recap","Male","Scrotal",,,,15.00,,
126,7/10/2012 0:00:00,"Grouse Point","JB","F50","PB","Peromyscus maniculatus",3957.00,"3957","Recap","Male","Scrotal",,,,14.50,"Called NS in hand, but S in other captures",
127,7/11/2012 0:00:00,"Grouse Point","JB","F46","Seed","Peromyscus maniculatus",3957.00,"3957","Recap","Male","Scrotal",,,,13.00,"Called NS in hand, but S in other captures",
128,7/7/2012 0:00:00,"Grouse Point","SY","F20","Seed","Peromyscus maniculatus",3960.00,"3960","Ear tag","Female","Reprod.",75.00,20.00,18.00,27.00,,
129,7/8/2012 0:00:00,"Grouse Point","SK","F19","Seed","Peromyscus maniculatus",3960.00,"3960","Recap","Female","Reprod.",,,,23.00,,
130,7/9/2012 0:00:00,"Grouse Point","JH","F16","PB","Peromyscus maniculatus",3960.00,"3960","Recap","Female","Reprod.",,,,25.50,,
131,7/10/2012 0:00:00,"Grouse Point","JB","F20","PB","Peromyscus maniculatus",3960.00,"3960","Recap","Female","Reprod.",,,,22.00,,
132,7/7/2012 0:00:00,"Grouse Point","SY","F58","PB","Peromyscus maniculatus",3962.00,"3962","Ear tag","Female","Reprod.",71.00,18.00,16.00,22.00,,
133,7/9/2012 0:00:00,"Grouse Point","JH","F57","Seed","Peromyscus maniculatus",3962.00,"3962","Recap","Female","Reprod.",,,,18.50,,
134,7/10/2012 0:00:00,"Grouse Point","JB","F59","PB","Peromyscus maniculatus",3962.00,"3962","Recap","Female","Reprod.",,,,13.50,,
135,7/11/2012 0:00:00,"Grouse Point","JB","F64","Seed","Peromyscus maniculatus",3962.00,"3962","Recap","Female","Reprod.",,,,18.00,,
136,7/7/2012 0:00:00,"Grouse Point","JB","F66","PB","Peromyscus maniculatus",3963.00,"3963","Ear tag","Male","Scrotal",70.00,20.00,17.00,20.00,,
137,7/8/2012 0:00:00,"Grouse Point","SY","F67","PB","Peromyscus maniculatus",3963.00,"3963","Recap","Male","Scrotal",,,,17.50,,
138,7/9/2012 0:00:00,"Grouse Point","JH","F70","PB","Peromyscus maniculatus",3963.00,"3963","Recap","Male","Scrotal",,,,21.50,,
139,7/10/2012 0:00:00,"Grouse Point","SK","R6","PB","Peromyscus maniculatus",3963.00,"3963","Recap","Male","Scrotal",,,,19.00,"Borderline scrotal. R6 and F70 are relatively close (across a small drainage, so movement is possible)",
140,7/11/2012 0:00:00,"Grouse Point","SY","R7","Seed","Peromyscus maniculatus",3963.00,"3963","Recap","Male","Scrotal",,,,20.50,,
141,7/7/2012 0:00:00,"Grouse Point","SK","F67","PB","Peromyscus maniculatus",3964.00,"3964","Ear tag","Male","Scrotal",72.00,20.00,17.00,22.00,,
142,7/8/2012 0:00:00,"Grouse Point","SY","F58","PB","Peromyscus maniculatus",3964.00,"3964","Recap","Male","Scrotal",,,,23.50,,
143,7/9/2012 0:00:00,"Grouse Point","SK","F67","PB","Peromyscus maniculatus",3964.00,"3964","Recap","Male","Scrotal",,,,22.00,,
144,7/10/2012 0:00:00,"Grouse Point","JB","F63","PB","Peromyscus maniculatus",3964.00,"3964","Recap","Male","Scrotal",,,,19.50,,
145,7/11/2012 0:00:00,"Grouse Point","SK","F64","PB","Peromyscus maniculatus",3964.00,"3964","Recap","Male","Scrotal",,,,20.00,,
146,7/7/2012 0:00:00,"Grouse Point","JH","R10","Seed","Peromyscus maniculatus",3965.00,"3965","Ear tag","Male","Scrotal",65.00,19.00,18.00,18.50,,
147,7/8/2012 0:00:00,"Grouse Point","SY","R8","Seed","Peromyscus maniculatus",3965.00,"3965","Recap","Male","Scrotal",,,,19.50,,
148,7/9/2012 0:00:00,"Grouse Point","SK","R2","PB","Peromyscus maniculatus",3965.00,"3965","Recap","Male","Scrotal",,,,21.00,,
149,7/10/2012 0:00:00,"Grouse Point","JH","R6","Seed","Peromyscus maniculatus",3965.00,"3965","Recap","Male","Scrotal",,,,18.50,,
150,7/11/2012 0:00:00,"Grouse Point","JH","R6","PB","Peromyscus maniculatus",3965.00,"3965","Recap","Male","Scrotal",,,,17.50,,
151,7/7/2012 0:00:00,"Grouse Point","SY","R5","Seed","Peromyscus maniculatus",3966.00,"3966","Ear tag","Female","Non-reprod.",73.00,18.00,17.00,19.50,,
152,7/8/2012 0:00:00,"Grouse Point","JB","R7","Seed","Peromyscus maniculatus",3966.00,"3966","Recap","Female","Non-reprod.",,,,20.00,,
153,7/9/2012 0:00:00,"Grouse Point","SK","R9","PB","Peromyscus maniculatus",3966.00,"3966","Recap","Female","Non-reprod.",,,,21.50,,
154,7/10/2012 0:00:00,"Grouse Point","JH","R7","Seed","Peromyscus maniculatus",3966.00,"3966","Recap","Female","Non-reprod.",,,,18.50,"Called R in hand, but NR for the first three captures",
155,7/11/2012 0:00:00,"Grouse Point","SY","R6","Seed","Peromyscus maniculatus",3966.00,"3966","Recap","Female","Non-reprod.",,,,17.50,"Called R in hand, but NR for the first three captures",
156,7/7/2012 0:00:00,"Grouse Point","JH","F54","PB","Peromyscus maniculatus",3968.00,"3968","Ear tag","Male","Scrotal",67.00,19.00,14.00,17.00,,
157,7/8/2012 0:00:00,"Grouse Point","JB","F55","Seed","Peromyscus maniculatus",3968.00,"3968","Recap","Male","Scrotal",,,,17.00,,
158,7/9/2012 0:00:00,"Grouse Point","SK","F59","Seed","Peromyscus maniculatus",3968.00,"3968","Recap","Male","Scrotal",,,,17.50,"Sex and repro not written in book but S in other captures",
159,7/11/2012 0:00:00,"Grouse Point","JB","F53","PB","Peromyscus maniculatus",3968.00,"3968","Recap","Male","Scrotal",,,,15.00,"Called NS in hand, but S in other captures",
160,7/9/2012 0:00:00,"Grouse Point","SY","M10","PB","Peromyscus maniculatus",3983.00,"3983","Ear tag","Male","Scrotal",71.00,19.00,17.00,17.00,,
161,7/10/2012 0:00:00,"Grouse Point","JH","M8","PB","Peromyscus maniculatus",3983.00,"3983","Recap","Male","Scrotal",,,,15.50,,
162,7/11/2012 0:00:00,"Grouse Point","SY","M14","PB","Peromyscus maniculatus",3983.00,"3983","Recap","Male","Scrotal",,,,16.00,,
163,7/9/2012 0:00:00,"Grouse Point","SY","M8","PB","Peromyscus maniculatus",3988.00,"3988","Ear tag","Female","Non-reprod.",61.00,19.00,17.00,13.00,,
164,7/9/2012 0:00:00,"Grouse Point","JB","M2","PB","Peromyscus maniculatus",3991.00,"3991","Ear tag","Female","Non-reprod.",59.00,18.00,16.00,10.50,,
165,7/11/2012 0:00:00,"Grouse Point","SK","F14","PB","Peromyscus maniculatus",,"c","New, released","Male","Non-scrotal",57.00,17.00,15.00,10.00,,
166,7/11/2012 0:00:00,"Grouse Point","SK","F37","PB","Peromyscus maniculatus",,"d","New, released","Male","Non-scrotal",63.00,19.00,15.00,12.00,,
167,7/11/2012 0:00:00,"Grouse Point","JB","F4","PB","Peromyscus maniculatus",,"e","New, released","Male","Scrotal",65.00,19.00,16.00,16.00,,
168,7/11/2012 0:00:00,"Grouse Point","SK","F5","PB","Peromyscus maniculatus",,"f","New, released","Male","Scrotal",66.00,17.00,16.00,16.00,,
169,7/11/2012 0:00:00,"Grouse Point","JB","F5","Seed","Peromyscus maniculatus",,"g","New, released","Male","Non-scrotal",56.00,17.00,14.00,9.00,,
170,7/11/2012 0:00:00,"Grouse Point","JB","F7","Seed","Peromyscus maniculatus",,"h","New, released","Male","Scrotal",68.00,20.00,15.00,19.50,,
171,7/11/2012 0:00:00,"Grouse Point","JH","M1","PB","Peromyscus maniculatus",,"i","New, released","Female","Non-reprod.",66.00,21.00,15.00,14.00,,
