"ID","Site .","Elevation","Team","Date","Transect","Species","Trap No","Tag/ Clip","Fate","Sex","Reprod","Mass","Bait","Notes","tail","hindfoot","ear","SK notes","Field19","Field20","Field21","Field22","Field23","Field24","Field25","Field26","Field27"
183,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Meadow","Peromyscus maniculatus","M25","2307","Ear tag","Male","Non-scrotal",15.50,"Seed","No grooves in teeth",59.00,18.00,15.00,,,,,,,,,,
184,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Meadow","Peromyscus maniculatus","M17","2307","Recap","Male","Non-scrotal",15.50,"Seed",,,,,,,,,,,,,,
185,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Meadow","Peromyscus maniculatus","M25","2307","Recap","Male","Non-scrotal",17.00,"PB",,,,,,,,,,,,,,
186,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Meadow","Peromyscus maniculatus","M8","2309","Ear tag","Female","Reprod.",17.50,"PB",,69.00,20.00,15.00,,,,,,,,,,
187,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Meadow","Peromyscus maniculatus","M8","2309","Recap","Female","Reprod.",17.00,"Seed","Blood at vagina",,,,,,,,,,,,,
188,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Forest","Peromyscus maniculatus","F47","2321","Ear tag","Female","Reprod.",19.00,"PB",,76.00,20.00,16.00,,,,,,,,,,
189,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus maniculatus","F49","2321","Recap","Female","Reprod.",,"Seed","Escaped",,,,,,,,,,,,,
190,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus maniculatus","F47","2321","Recap","Female","Reprod.",17.00,"PB",,,,,,,,,,,,,,
191,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus maniculatus","F39","2327","Ear tag","Male","Non-scrotal",18.50,"PB","Lost tip of tail, short ears",,19.00,17.00,,,,,,,,,,
192,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus maniculatus","F26","2336","Ear tag","Female","Non-reprod.",15.00,"PB",,63.00,21.00,15.00,,,,,,,,,,
193,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Meadow","Peromyscus maniculatus","M8","2344","Ear tag","Male","Scrotal",16.50,"Seed",,61.00,20.00,18.00,,,,,,,,,,
194,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Meadow","Peromyscus maniculatus","M25","2379","Ear tag","Female","Non-reprod.",11.50,"Seed","No grooves in teeth",64.00,19.00,16.00,,,,,,,,,,
195,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Meadow","Peromyscus maniculatus","M25","2379","Recap","Female","Non-reprod.",11.50,"Seed",,,,,,,,,,,,,,
196,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Meadow","Peromyscus maniculatus","M21","2379","Recap","Female","Non-reprod.",10.50,"PB",,,,,,,,,,,,,,
197,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus maniculatus","F39","h","Released","Male","Non-scrotal",18.00,"Seed",,65.00,22.00,15.00,,,,,,,,,,
198,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus maniculatus","F68","I","Released","Male","Non-scrotal",14.50,"PB",,55.00,17.00,17.00,,,,,,,,,,
204,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Rocky","Peromyscus truei","R25","263","Ear tag","Female","Non-reprod.",23.00,"PB",,94.00,22.00,24.00,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Ear tag #263 (Sarah tag #61)",,,,,,,,,
205,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Rocky","Peromyscus truei","R21","263","Collected","Female","Non-reprod.",23.00,"Seed",,95.00,22.00,25.00,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Ear tag #263 (Sarah tag #61)",,,,,,,,,
206,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus truei","F35","270","Ear tag","Female","Reprod.",21.00,"Seed","Species originally entered as P crinitus, but both other times it was recaptured was called P truei",85.00,22.00,21.00,,,,,,,,,,
207,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus truei","F35","270","Recap","Female","Reprod.",25.00,"Seed",,,,,,,,,,,,,,
208,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus truei","F36","270","Recap","Female","Reprod.",19.00,"Seed",,,,,,,,,,,,,,
209,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Forest","Peromyscus truei","F75","2303","Ear tag","Female","Non-reprod.",19.50,"Seed","noted as P. crinitus but ear >23mm, so probably truei",84.00,22.00,24.00,,,,,,,,,,
210,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus truei","F75","2303","Recap","Female","Non-reprod.",17.50,"PB",,,,,,,,,,,,,,
211,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus truei","F71","2303","Recap","Female","Non-reprod.",19.00,"PB",,,,,,,,,,,,,,
212,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Riparian","Peromyscus truei","W14","2305","Ear tag","Male","Non-scrotal",19.50,"Seed",,95.00,22.00,24.00,,,,,,,,,,
213,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Riparian","Peromyscus truei","W14","2305","Recap","Male","Non-scrotal",19.50,"Seed",,,,,,,,,,,,,,
214,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Riparian","Peromyscus truei","W15","2305","Collected","Male","Non-scrotal",21.00,"PB",,95.00,24.00,26.00,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body. Ear tag #2305 (Sarah tag #63)",,,,,,,,,
215,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Forest","Peromyscus truei","F74","2313","Ear tag","Female","Non-reprod.",16.50,"Seed","noted as P. crinitus but ear >23mm, so probably truei",87.00,24.00,24.00,,,,,,,,,,
216,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus truei","F74","2313","Recap","Female","Non-reprod.",16.00,"Seed",,,,,,,,,,,,,,
217,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus truei","F74","2313","Recap","Female","Non-reprod.",15.50,"Seed",,,,,,,,,,,,,,
218,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus truei","F75","2313","Recap","Female","Non-reprod.",14.00,"PB",,,,,,,,,,,,,,
219,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Forest","Peromyscus truei","F62","2316","Ear tag","Male","Non-scrotal",20.00,"PB",,84.00,23.00,25.00,,,,,,,,,,
220,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus truei","F61","2316","Recap","Male","Non-scrotal",18.50,"Seed",,,,,,,,,,,,,,
221,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus truei","F59","2316","Recap","Male","Non-scrotal",21.00,"PB",,,,,,,,,,,,,,
222,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus truei","F62","2316","Recap","Male","Non-scrotal",18.50,"PB","Tag misread since this is a recap but no 2310 ear tag exists, probably 2316 given rest of trapping record",,,,,,,,,,,,,
223,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Forest","Peromyscus truei","F52","2320","Ear tag","Male","Non-scrotal",18.00,"Seed",,97.00,23.00,26.00,,,,,,,,,,
224,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Forest","Peromyscus truei","F52","2320","Recap","Male","Non-scrotal",18.50,"Seed",,,,,,,,,,,,,,
225,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus truei","F57","2320","Recap","Male","Non-scrotal",17.50,"PB",,,,,,,,,,,,,,
226,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus truei","F56","2320","Recap","Male","Non-scrotal",17.50,"PB",,,,,,,,,,,,,,
227,"Hovenweep","1700-1800","RP, JH",8/16/2011 0:00:00,"Forest","Peromyscus truei","F57","2320","Recap","Male","Non-scrotal",17.00,"PB",,,,,,,,,,,,,,
228,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Forest","Peromyscus truei","F37","2322","Ear tag","Female","Non-reprod.",23.00,"Seed","First noted as P. crinitus",95.00,23.00,24.00,,,,,,,,,,
229,"Hovenweep","1700-1800","JH, RP",8/14/2011 0:00:00,"Forest","Peromyscus truei","F36","2322","Recap","Female","Non-reprod.",20.00,"Seed","Thought to be P truei when recap",,,,,,,,,,,,,
230,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Rocky","Peromyscus truei","R17","2323","Ear tag","Male","Non-scrotal",19.50,"Seed","noted as P. crinitus but ear >23mm, so probably truei",87.00,24.00,24.00,,,,,,,,,,
231,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Rocky","Peromyscus truei","R25","2323","Recap","Male","Non-scrotal",18.50,"PB",,,,,,,,,,,,,,
232,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Rocky","Peromyscus truei","R20","2323","Recap","Male","Non-scrotal",18.00,"Seed",,,,,,,,,,,,,,
233,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Rocky","Peromyscus truei","R21","2323","Recap","Male","Non-scrotal",19.50,"PB",,,,,,,,,,,,,,
234,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Rocky","Peromyscus truei","R20","2323","Recap","Male","Non-scrotal",,"Seed","Escaped",,,,,,,,,,,,,
235,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Rocky","Peromyscus truei","R34","2325","Ear tag","Male","Non-scrotal",22.00,"Seed","Pectoral spot; noted as P. crinitus but ear >23mm, so probably truei",85.00,23.00,24.00,,,,,,,,,,
236,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Rocky","Peromyscus truei","R35","2325","Recap","Male","Non-scrotal",20.50,"PB",,,,,,,,,,,,,,
237,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus truei","F68","2331","Ear tag","Male","Non-scrotal",19.00,"Seed","Shaggy fur; noted as P. crinitus but ear >23mm, so probably truei",99.00,22.00,25.00,,,,,,,,,,
238,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Rocky","Peromyscus truei","R17","2335","Ear tag","Male","Non-scrotal",21.00,"Seed","Originally entered as P. crinitus, but skull characteristics ID as P. truei",95.00,22.00,24.00,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Shaggy, ear=HF. Ear tag #2335 (Sarah tag #59)",,,,,,,,,
239,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Rocky","Peromyscus truei","R19","2335","Recap","Male","Non-scrotal",19.00,"Seed","Originally entered as P. crinitus, but skull characteristics ID as P. truei",,,,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Shaggy, ear=HF. Ear tag #2335 (Sarah tag #59)",,,,,,,,,
240,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Rocky","Peromyscus truei","R18","2335","Collected","Male","Non-scrotal",20.00,"Seed","Originally entered as P. crinitus, but skull characteristics ID as P. truei",,,,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Shaggy, ear=HF. Ear tag #2335 (Sarah tag #59)",,,,,,,,,
241,"Hovenweep","1700-1800","SK, WW",8/15/2011 0:00:00,"Forest","Peromyscus truei","F75","2339","Ear tag","Female","Non-reprod.",23.00,"PB",,97.00,23.00,26.00,,,,,,,,,,
242,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Rocky","Peromyscus truei","R9","2346","Ear tag","Female","Non-reprod.",25.00,"PB","Originally entered as P. crinitus, but skull characteristics ID as P. truei",89.00,22.00,24.00,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Shaggy, pec spot, ear=hf. Ear tag #2346 (Sarah tag #55)",,,,,,,,,
243,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Rocky","Peromyscus truei","R9","2346","Recap","Female","Non-reprod.",23.00,"Seed","Originally entered as P. crinitus, but skull characteristics ID as P. truei",,,,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Shaggy, pec spot, ear=hf. Ear tag #2346 (Sarah tag #55)",,,,,,,,,
244,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Rocky","Peromyscus truei","R8","2346","Collected","Female","Non-reprod.",20.00,"PB","Originally entered as P. crinitus, but skull characteristics ID as P. truei",,,,"Original ID was P. crinitus, but almost all external, skull, and teeth characteristics suggest P. truei except long tail for head-body length. Shaggy, pec spot, ear=hf. Ear tag #2346 (Sarah tag #55)",,,,,,,,,
245,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Rocky","Peromyscus truei","R35","2376","Ear tag","Female","Non-reprod.",20.50,"PB","Big scab on RH side - bot fly?",100.00,23.00,25.00,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body. Scab on RHS from bot fly (?), big ears. Ear tag #2376 (Sarah tag #62)",,,,,,,,,
246,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Rocky","Peromyscus truei","R35","2376","Recap","Female","Non-reprod.",18.00,"Seed",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body. Scab on RHS from bot fly (?), big ears. Ear tag #2376 (Sarah tag #62)",,,,,,,,,
247,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Rocky","Peromyscus truei","R33","2376","Recap","Female","Non-reprod.",18.50,"PB",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body. Scab on RHS from bot fly (?), big ears. Ear tag #2376 (Sarah tag #62)",,,,,,,,,
248,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Rocky","Peromyscus truei","R35","2376","Recap","Female","Non-reprod.",17.50,"Seed",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body. Scab on RHS from bot fly (?), big ears. Ear tag #2376 (Sarah tag #62)",,,,,,,,,
249,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Rocky","Peromyscus truei","R33","2376","Collected","Female","Non-reprod.",18.50,"PB",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body. Scab on RHS from bot fly (?), big ears. Ear tag #2376 (Sarah tag #62)",,,,,,,,,
250,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Rocky","Peromyscus truei","R16","2377","Ear tag","Female","Non-reprod.",20.50,"Seed",,84.00,23.00,21.00,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body; Shaggy, but ear = 26. Ear tag #2377 (Sarah tag #56)",,,,,,,,,
251,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/13/2011 0:00:00,"Rocky","Peromyscus truei","R13","2377","Recap","Female","Non-reprod.",18.00,"Seed",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body; Shaggy, but ear = 26. Ear tag #2377 (Sarah tag #56)",,,,,,,,,
252,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Rocky","Peromyscus truei","R13","2377","Recap","Female","Non-reprod.",17.00,"Seed",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body; Shaggy, but ear = 26. Ear tag #2377 (Sarah tag #56)",,,,,,,,,
253,"Hovenweep","1700-1800","RP, JH",8/15/2011 0:00:00,"Rocky","Peromyscus truei","R15","2377","Recap","Female","Non-reprod.",17.50,"Seed",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body; Shaggy, but ear = 26. Ear tag #2377 (Sarah tag #56)",,,,,,,,,
254,"Hovenweep","1700-1800","SK, WW",8/16/2011 0:00:00,"Rocky","Peromyscus truei","R9","2377","Collected","Female","Non-reprod.",16.50,"Seed",,,,,"ID verified with external, skull and teeth characteristics, except long tail in relation to head-body; Shaggy, but ear = 26. Ear tag #2377 (Sarah tag #56)",,,,,,,,,
255,"Hovenweep","1700-1800","SK, RP, JH, WW, AW",8/12/2011 0:00:00,"Riparian","Peromyscus truei","W6","2380","Ear tag","Female","Non-reprod.",20.00,"Seed",,85.00,22.00,25.00,,,,,,,,,,
256,"Hovenweep","1700-1800","SK, WW, AW",8/14/2011 0:00:00,"Riparian","Peromyscus truei","W9","2380","Recap","Female","Non-reprod.",19.00,"Seed",,,,,,,,,,,,,,
